"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Starfield of Nyx","ori","Near Mint","English","","","2023-05-24 13:14:45.667000","33","False","True",""
"1","1","Starstorm","j22","Mint","English","","","2023-01-21 13:13:55.757000","607","False","False",""
"1","1","Startling Development","j22","Mint","English","","","2023-01-21 13:13:55.757000","350","False","False",""
"1","1","Stasis","4ed","Near Mint","English","","","2023-01-21 16:54:20.513000","104","False","False",""
"1","1","Stasis Field","mom","Near Mint","English","","","2023-04-29 08:59:00.417000","79","False","False",""
"1","1","Static Orb","tmp","Near Mint","English","","","2023-10-11 09:37:52.673000","310","False","False",""
"1","1","Staunch Defenders","tmp","Near Mint","English","","","2023-03-04 20:36:23.227000","49","False","False",""
"2","2","Steal Artifact","4ed","Near Mint","English","","","2023-03-04 19:35:39.310000","105","False","False",""
"1","1","Steam Vents","unf","Near Mint","English","","","2023-06-17 17:18:54.360000","283","False","False",""
"8","8","Steam Vents","grn","Near Mint","English","","","2023-10-21 18:38:27.813000","257","False","True",""
"2","2","Steel Golem","wth","Near Mint","English","","","2023-05-24 12:43:49.763000","157","False","True",""
"1","1","Steel Seraph","bro","Near Mint","English","","","2023-05-24 12:43:57.453000","38","False","True",""
"4","4","Steel Wall","mrd","Near Mint","English","","","2023-04-29 13:53:16.347000","248","False","False",""
"1","1","Steelbane Hydra","ncc","Near Mint","English","","","2023-10-16 11:51:58.010000","313","False","False",""
"2","2","Steelgaze Griffin","j22","Mint","English","","","2023-01-21 15:58:50.903000","351","False","False",""
"1","1","Steely Resolve","ons","Near Mint","English","","","2023-04-12 17:39:59.717000","286","False","True",""
"1","1","Sterling Grove","mh2","Near Mint","English","","","2023-02-03 14:54:53.083000","293","False","False",""
"2","2","Sticky Fingers","snc","Near Mint","English","","","2023-09-30 08:32:47.260000","124","False","False",""
"2","2","Stinging Hivemaster","one","Near Mint","English","","","2023-02-09 10:02:35.397000","110","False","False",""
"1","1","Stirge","clb","Near Mint","English","","","2023-02-01 16:06:02.623000","150","False","False",""
"1","1","Stitcher's Supplier","j22","Mint","English","","","2023-01-21 13:14:43.127000","472","False","False",""
"5","5","Stomping Ground","sld","Near Mint","English","","","2023-10-21 18:33:31.500000","126","False","True",""
"1","1","Stomping Ground","unf","Near Mint","English","","","2023-06-17 17:19:59.830000","280","False","False",""
"1","1","Stone Giant","3ed","Near Mint","English","","","2023-04-13 08:25:24.413000","179","False","False",""
"1","1","Stone Giant","4ed","Near Mint","English","","","2023-04-13 08:58:16.057000","223","False","False",""
"3","3","Stone Rain","mir","Near Mint","English","","","2023-04-12 20:50:05.833000","194","False","False",""
"3","3","Stone Rain","ice","Near Mint","English","","","2023-03-04 19:21:54.623000","217","False","False",""
"3","3","Stone Rain","4ed","Near Mint","English","","","2023-04-13 08:57:32.120000","224","False","False",""
"1","1","Stone Rain","5ed","Near Mint","English","","","2023-04-13 08:11:33.840000","270","False","False",""
"1","1","Stone Spirit","ice","Near Mint","English","","","2023-02-01 10:30:47.047000","218","False","False",""
"1","1","Stone Spirit","5ed","Near Mint","English","","","2023-04-13 08:10:26.710000","271","False","False",""
"1","1","Stonecoil Serpent","cmm","Near Mint","English","","","2023-10-16 11:50:01.913000","976","False","False",""
"1","1","Stoneforge Mystic","2xm","Near Mint","English","","","2023-04-12 17:39:08.620000","337","False","True",""
"4","4","Stonehands","ice","Near Mint","English","","","2023-04-12 20:44:38.063000","219","False","False",""
"1","1","Stonybrook Angler","j22","Mint","English","","","2023-01-21 13:13:55.757000","354","False","False",""
"1","1","Storm Cauldron","all","Near Mint","English","","","2023-04-10 08:10:12.833000","134","False","False",""
"6","6","Storm Crow","all","Near Mint","English","","","2023-04-12 20:00:42.213000","36a","False","False",""
"4","4","Storm Crow","all","Near Mint","English","","","2023-04-12 20:01:09.213000","36b","False","False",""
"3","3","Storm Elemental","all","Near Mint","English","","","2023-04-12 19:53:37.737000","37","False","False",""
"1","1","Storm Fleet Pyromancer","j22","Mint","English","","","2023-01-21 13:13:55.757000","608","False","False",""
"3","3","Storm Seeker","chr","Near Mint","English","","","2023-04-13 08:46:04.700000","70","False","False",""
"1","1","Storm Shaman","all","Near Mint","English","","","2023-03-04 19:28:04.057000","81b","False","False",""
"1","1","Storm Shaman","all","Near Mint","English","","","2023-04-12 20:43:51.947000","81a","False","False",""
"1","1","Storm the Seedcore","mom","Near Mint","English","","","2023-07-21 20:47:18.497000","206","False","False",""
"4","4","Stormcarved Coast","dbl","Near Mint","English","","","2023-10-21 18:55:18.943000","532","False","True",""
"1","1","Stormcarved Coast","vow","Near Mint","English","","","2023-06-17 17:00:50.687000","284","False","False",""
"1","1","Stormtide Leviathan","m13","Near Mint","English","","","2023-05-24 12:44:03.693000","70","False","True",""
"1","1","Stormtide Leviathan","m11","Near Mint","English","","","2023-07-26 18:57:58.380000","74","False","False",""
"1","1","Strangle","snc","Near Mint","English","","","2023-09-30 08:31:41.720000","125","False","False",""
"1","1","Strata Scythe","c14","Near Mint","English","","","2023-03-22 13:20:09.640000","274","False","False",""
"1","1","Stratus Dancer","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","96","False","False",""
"1","1","Straw Golem","wth","Near Mint","English","","","2023-03-03 20:10:35.790000","158","False","False",""
"2","2","Stream of Life","3ed","Near Mint","English","","","2023-04-13 08:20:07.383000","217","False","False",""
"3","3","Stream of Life","4ed","Near Mint","English","","","2023-04-13 09:17:04.823000","272","False","False",""
"1","1","Strionic Resonator","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","224","False","False",""
"1","1","Strionic Resonator","ncc","Near Mint","English","","","2023-05-24 13:04:26.537000","381","False","True",""
"1","1","Strionic Resonator","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","165","False","False",""
"2","2","Strip Mine","ath","Near Mint","English","","","2023-05-24 13:26:09.817000","77","False","True",""
"1","1","Stromgald Cabal","ice","Near Mint","English","","","2023-03-05 09:57:28.730000","166","False","False",""
"1","1","Stuffy Doll","clb","Near Mint","English","","","2023-10-16 11:53:37.293000","875","False","False",""
"2","2","Stun","tmp","Near Mint","English","","","2023-03-04 19:17:52.757000","207","False","False",""
"1","1","Stupor","mir","Near Mint","English","","","2023-03-05 10:20:12.987000","147","False","False",""
"1","1","Subterranean Spirit","mir","Near Mint","English","","","2023-03-04 19:07:14.747000","195","False","False",""
"1","1","Sudden Impact","tmp","Near Mint","English","","","2023-04-12 20:49:42.223000","208","False","False",""
"1","1","Sudden Substitution","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","11","False","False",""
"2","2","Suffocation","all","Near Mint","English","","","2023-04-12 19:54:40.860000","38","False","False",""
"1","1","Suit Up","neo","Mint","English","","","2023-01-26 07:12:14.360000","81","False","False",""
"1","1","Suleiman's Legacy","vis","Near Mint","English","","","2023-02-01 09:33:46.297000","138","False","False",""
"3","3","Sulfur Falls","dom","Near Mint","English","","","2023-10-21 18:38:16.083000","247","False","True",""
"1","1","Sulfur Falls","ltc","Near Mint","English","","","2023-07-07 19:13:01.577000","333","False","False",""
"1","1","Sulfuric Vortex","dmr","Near Mint","English","","","2023-10-16 11:47:30.617000","144","False","False",""
"4","4","Sulfurous Mire","khm","Near Mint","English","","","2023-02-04 11:09:08.463000","270","False","False",""
"1","1","Sulfurous Springs","5ed","Near Mint","English","","","2023-01-21 14:16:03.767000","424","False","False",""
"2","2","Sulfurous Springs","pdmu","Near Mint","English","","","2023-10-21 18:42:42.157000","256p","False","True",""
"1","1","Sultai Charm","ktk","Near Mint","English","","","2023-04-29 13:31:40.787000","204","False","False",""
"1","1","Sultai Charm","ktk","Near Mint","German","","","2023-04-29 13:31:48.997000","204","False","False",""
"1","1","Sultai Charm","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","202","False","False",""
"1","1","Summer Bloom","vis","Near Mint","English","","","2023-01-31 19:26:51.263000","122","False","False",""
"4","4","Sun Clasp","vis","Near Mint","English","","","2023-04-13 07:39:04.727000","21","False","False",""
"1","1","Sun Quan, Lord of Wu","cmm","Near Mint","English","","","2023-08-24 06:46:41.827000","123","False","False",""
"1","1","Sun Sentinel","m19","Near Mint","German","","","2023-07-03 07:20:31.753000","307","False","False",""
"1","1","Sun Titan","m12","Near Mint","English","","","2023-04-12 17:37:59.917000","39","False","True",""
"1","1","Sunbird's Invocation","scd","Near Mint","English","","","2023-08-20 10:15:49.037000","159","False","False",""
"1","1","Sunbird's Invocation","pxln","Near Mint","English","","","2023-08-20 10:15:45.440000","165p","False","True",""
"1","1","Sun-Blessed Guardian // Furnace-Blessed Conqueror","mom","Near Mint","English","","","2023-09-28 06:16:21.163000","38","False","False",""
"2","2","Sunder the Gateway","mom","Near Mint","English","","","2023-07-21 20:49:01.963000","39","False","False",""
"1","1","Sundering Growth","rtr","Near Mint","German","","","2023-04-29 13:21:31.897000","223","False","False",""
"2","2","Sundial of the Infinite","m12","Near Mint","English","","","2023-10-21 16:54:42.053000","218","False","True",""
"2","2","Sundown Pass","dbl","Near Mint","English","","","2023-06-17 19:35:23.510000","533","False","True",""
"1","1","Sungrass Prairie","c19","Near Mint","English","","","2023-03-18 09:35:40.257000","277","False","False",""
"2","2","Sunken City","4ed","Near Mint","English","","","2023-04-13 09:03:10.113000","106","False","False",""
"2","2","Sunken Hollow","c19","Near Mint","English","","","2023-03-18 09:35:54.583000","278","False","False",""
"1","1","Sunken Hollow","moc","Near Mint","English","","","2023-04-10 07:45:23.203000","428","False","False",""
"3","3","Sunken Ruins","2xm","Near Mint","English","","","2023-10-21 18:40:35.393000","326","False","True",""
"1","1","Sunken Ruins","shm","Near Mint","English","","","2023-08-24 07:01:16.953000","280","False","False",""
"4","4","Sunlit Marsh","dmu","Near Mint","English","foil","","2023-02-04 11:11:41.913000","257","False","False",""
"2","2","Sunpetal Grove","xln","Near Mint","English","","","2023-03-21 21:08:52.370000","257","False","True",""
"1","1","Sunset Revelry","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","177","False","False",""
"2","2","Sunspring Expedition","zen","Near Mint","Italian","","","2023-10-21 09:15:17.043000","37","False","False",""
"1","1","Sunstone","ice","Near Mint","English","","","2023-03-03 20:15:17.357000","341","False","False",""
"2","2","Sunweb","mir","Near Mint","English","","","2023-02-01 11:12:08.137000","42","False","False",""
"3","3","Superior Numbers","mir","Near Mint","English","","","2023-04-11 12:36:18.563000","244","False","False",""
"1","1","Supreme Verdict","ltc","Near Mint","English","","","2023-06-11 19:48:55.913000","272","False","False",""
"1","1","Supreme Verdict","2x2","Near Mint","English","","","2023-03-21 10:11:39.243000","388","False","True",""
"1","1","Suq'Ata Assassin","vis","Near Mint","English","","","2023-04-12 20:39:49.503000","69","False","False",""
"3","3","Suq'Ata Firewalker","mir","Near Mint","English","","","2023-03-04 19:56:10.193000","94","False","False",""
"8","8","Suq'Ata Lancer","vis","Near Mint","English","","","2023-04-12 20:52:58.487000","96","False","False",""
"1","1","Sure Strike","grn","Near Mint","English","","","2023-07-03 07:43:42.230000","118","False","False",""
"1","1","Surge of Salvation","mom","Near Mint","English","foil","","2023-08-20 10:13:56.030000","41","False","False",""
"2","2","Surgical Skullbomb","one","Near Mint","English","","","2023-02-09 10:17:48.243000","243","False","False",""
"1","1","Survival of the Fittest","exo","Near Mint","English","","","2023-04-12 17:37:31.883000","129","False","True",""
"3","3","Suspicious Shambler","j22","Mint","English","","","2023-01-21 15:59:05.400000","27","False","False",""
"1","1","Sustaining Spirit","all","Near Mint","English","","","2023-04-13 07:34:06.877000","18","False","False",""
"3","3","Svyelunite Temple","fem","Near Mint","English","","","2023-03-03 19:38:46.720000","102","False","False",""
"1","1","Svyelunite Temple","5ed","Near Mint","English","","","2023-03-03 19:31:29.543000","425","False","False",""
"1","1","Swaggering Corsair","j22","Mint","English","","","2023-01-21 13:13:55.757000","611","False","False",""
"4","4","Swamp","brc","Near Mint","English","","","2023-01-28 15:08:38.020000","33","False","False",""
"25","25","Swamp","j22","Mint","English","","","2023-05-24 13:35:07.407000","106","False","False",""
"3","3","Swamp","one","Near Mint","English","","","2023-02-09 09:43:54.793000","264","False","False",""
"2","2","Swamp","one","Near Mint","English","","","2023-02-09 09:44:03.007000","269","False","False",""
"5","5","Swamp","mom","Near Mint","English","","","2023-04-10 07:45:23.203000","279","False","False",""
"3","3","Swamp","c19","Near Mint","English","","","2023-05-24 12:24:47.370000","294","False","False",""
"2","2","Swamp","neo","Near Mint","English","","","2023-03-17 21:40:30.917000","298","False","False",""
"6","6","Swan Song","sld","Near Mint","English","","","2023-08-16 08:57:05.620000","91","False","True",""
"1","1","Swan Song","ltc","Near Mint","English","","","2023-06-21 08:08:00.733000","197","False","False",""
"1","1","Swarmyard","sld","Near Mint","English","foil","","2023-09-08 13:38:10.550000","199","False","True",""
"1","1","Swarmyard","tsp","Near Mint","English","","","2023-08-24 06:56:21.073000","278","False","False",""
"1","1","Swiftfoot Boots","ncc","Near Mint","English","","","2023-03-21 15:25:05.683000","382","False","False",""
